Stages,Leader,Year,Yellow Jersey,Green jersey,White jersey,Polka-dot jersey
1.0,,1995,JACKY DURAND,,,
2.0,,1995,LAURENT JALABERT,,,
3.0,,1995,LAURENT JALABERT,,,
4.0,,1995,IVAN GOTTI,,,
5.0,,1995,IVAN GOTTI,,,
6.0,,1995,BJARNE RIIS,,,
7.0,,1995,JOHAN BRUYNEEL,,,
8.0,,1995,MIGUEL INDURAIN,,,
9.0,,1995,MIGUEL INDURAIN,,,
10.0,,1995,MIGUEL INDURAIN,,,
11.0,,1995,MIGUEL INDURAIN,,,
12.0,,1995,MIGUEL INDURAIN,,,
13.0,,1995,MIGUEL INDURAIN,,,
14.0,,1995,MIGUEL INDURAIN,,,
15.0,,1995,MIGUEL INDURAIN,,,
16.0,,1995,MIGUEL INDURAIN,,,
17.0,,1995,MIGUEL INDURAIN,,,
18.0,,1995,MIGUEL INDURAIN,,,
19.0,,1995,MIGUEL INDURAIN,,,
20.0,,1995,MIGUEL INDURAIN,LAURENT JALABERT,MARCO PANTANI,RICHARD VIRENQUE
0.0,,1996,ALEX ZULLE,,,
1.0,,1996,ALEX ZULLE,,,
2.0,,1996,ALEX ZULLE,,,
3.0,,1996,FRÉDÉRIC MONCASSIN,,,
4.0,,1996,STÉPHANE HEULOT,,,
5.0,,1996,STÉPHANE HEULOT,,,
6.0,,1996,STÉPHANE HEULOT,,,
7.0,,1996,EVGUENI BERZIN,,,
8.0,,1996,EVGUENI BERZIN,,,
9.0,,1996,BJARNE RIIS,,,
10.0,,1996,BJARNE RIIS,,,
11.0,,1996,BJARNE RIIS,,,
12.0,,1996,BJARNE RIIS,,,
13.0,,1996,BJARNE RIIS,,,
14.0,,1996,BJARNE RIIS,,,
15.0,,1996,BJARNE RIIS,,,
16.0,,1996,BJARNE RIIS,,,
17.0,,1996,BJARNE RIIS,,,
18.0,,1996,BJARNE RIIS,,,
19.0,,1996,BJARNE RIIS,,,
20.0,,1996,BJARNE RIIS,,,
21.0,,1996,BJARNE RIIS,ERIK ZABEL,JAN ULLRICH,RICHARD VIRENQUE
0.0,,1997,CHRIS BOARDMAN,CHRIS BOARDMAN,JAN ULLRICH,CYRIL SAUGRAIN
1.0,,1997,MARIO CIPOLLINI,MARIO CIPOLLINI,JAN ULLRICH,ARTURAS KASPUTIS
2.0,,1997,MARIO CIPOLLINI,MARIO CIPOLLINI,JAN ULLRICH,LAURENT BROCHARD
3.0,,1997,MARIO CIPOLLINI,ERIK ZABEL,JAN ULLRICH,LAURENT BROCHARD
4.0,,1997,MARIO CIPOLLINI,ERIK ZABEL,JAN ULLRICH,LAURENT BROCHARD
5.0,,1997,CÉDRIC VASSEUR,ERIK ZABEL,JAN ULLRICH,LAURENT BROCHARD
6.0,,1997,CÉDRIC VASSEUR,ERIK ZABEL,JAN ULLRICH,LAURENT BROCHARD
7.0,,1997,CÉDRIC VASSEUR,ERIK ZABEL,JAN ULLRICH,LAURENT BROCHARD
8.0,,1997,CÉDRIC VASSEUR,ERIK ZABEL,JAN ULLRICH,LAURENT BROCHARD
9.0,,1997,CÉDRIC VASSEUR,ERIK ZABEL,JAN ULLRICH,LAURENT BROCHARD
10.0,,1997,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,RICHARD VIRENQUE
11.0,,1997,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,RICHARD VIRENQUE
12.0,,1997,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,RICHARD VIRENQUE
13.0,,1997,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,RICHARD VIRENQUE
14.0,,1997,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,RICHARD VIRENQUE
15.0,,1997,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,RICHARD VIRENQUE
16.0,,1997,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,RICHARD VIRENQUE
17.0,,1997,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,RICHARD VIRENQUE
18.0,,1997,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,RICHARD VIRENQUE
19.0,,1997,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,RICHARD VIRENQUE
20.0,,1997,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,RICHARD VIRENQUE
21.0,,1997,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,RICHARD VIRENQUE
0.0,,1998,CHRIS BOARDMAN,CHRIS BOARDMAN,JAN ULLRICH,
1.0,,1998,CHRIS BOARDMAN,TOM STEELS,JAN ULLRICH,STEFANO ZANINI
2.0,,1998,ERIK ZABEL,TOM STEELS,JAN ULLRICH,STEFANO ZANINI
3.0,,1998,BO HAMBURGER,JAN SVORADA,GEORGE HINCAPIE,PASCAL HERVE
4.0,,1998,STUART O'GRADY,JAN SVORADA,STUART O'GRADY,PASCAL HERVE
5.0,,1998,STUART O'GRADY,ERIK ZABEL,STUART O'GRADY,PASCAL HERVE
6.0,,1998,STUART O'GRADY,ERIK ZABEL,STUART O'GRADY,PASCAL HERVE
7.0,,1998,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,STEFANO ZANINI
8.0,,1998,LAURENT DESBIENS,ERIK ZABEL,JAN ULLRICH,STEFANO ZANINI
9.0,,1998,LAURENT DESBIENS,ERIK ZABEL,JAN ULLRICH,JENS VOIGT
10.0,,1998,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,RODOLFO MASSI
11.0,,1998,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,RODOLFO MASSI
12.0,,1998,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,RODOLFO MASSI
13.0,,1998,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,RODOLFO MASSI
14.0,,1998,JAN ULLRICH,ERIK ZABEL,JAN ULLRICH,RODOLFO MASSI
15.0,,1998,MARCO PANTANI,ERIK ZABEL,JAN ULLRICH,RODOLFO MASSI
16.0,,1998,MARCO PANTANI,ERIK ZABEL,JAN ULLRICH,RODOLFO MASSI
17.0,,1998,MARCO PANTANI,ERIK ZABEL,JAN ULLRICH,RODOLFO MASSI
18.0,,1998,MARCO PANTANI,ERIK ZABEL,JAN ULLRICH,CHRISTOPHE RINERO
19.0,,1998,MARCO PANTANI,ERIK ZABEL,JAN ULLRICH,CHRISTOPHE RINERO
20.0,,1998,MARCO PANTANI,ERIK ZABEL,JAN ULLRICH,CHRISTOPHE RINERO
21.0,,1998,MARCO PANTANI,ERIK ZABEL,JAN ULLRICH,CHRISTOPHE RINERO
0.0,,1999,,ALEX ZULLE,RIK VERBRUGGHE,MARIANO PICCOLI
1.0,,1999,,JAAN KIRSIPUU,RIK VERBRUGGHE,MARIANO PICCOLI
2.0,,1999,JAAN KIRSIPUU,JAAN KIRSIPUU,CHRISTIAN VANDE VELDE,MARIANO PICCOLI
3.0,,1999,JAAN KIRSIPUU,JAAN KIRSIPUU,CHRISTIAN VANDE VELDE,MARIANO PICCOLI
4.0,,1999,JAAN KIRSIPUU,JAAN KIRSIPUU,CHRISTIAN VANDE VELDE,MARIANO PICCOLI
5.0,,1999,JAAN KIRSIPUU,JAAN KIRSIPUU,CHRISTIAN VANDE VELDE,MARIANO PICCOLI
6.0,,1999,JAAN KIRSIPUU,JAAN KIRSIPUU,CHRISTIAN VANDE VELDE,MARIANO PICCOLI
7.0,,1999,JAAN KIRSIPUU,JAAN KIRSIPUU,CHRISTIAN VANDE VELDE,MARIANO PICCOLI
8.0,,1999,,JAAN KIRSIPUU,MAGNUS BACKSTEDT,MARIANO PICCOLI
9.0,,1999,,STUART O'GRADY,BENOIT SALMON,RICHARD VIRENQUE
10.0,,1999,,STUART O'GRADY,BENOIT SALMON,RICHARD VIRENQUE
11.0,,1999,,STUART O'GRADY,BENOIT SALMON,RICHARD VIRENQUE
12.0,,1999,,ERIK ZABEL,BENOIT SALMON,RICHARD VIRENQUE
13.0,,1999,,ERIK ZABEL,BENOIT SALMON,RICHARD VIRENQUE
14.0,,1999,,ERIK ZABEL,BENOIT SALMON,RICHARD VIRENQUE
15.0,,1999,,ERIK ZABEL,BENOIT SALMON,RICHARD VIRENQUE
16.0,,1999,,ERIK ZABEL,BENOIT SALMON,RICHARD VIRENQUE
17.0,,1999,,ERIK ZABEL,BENOIT SALMON,RICHARD VIRENQUE
18.0,,1999,,ERIK ZABEL,BENOIT SALMON,RICHARD VIRENQUE
19.0,,1999,,ERIK ZABEL,BENOIT SALMON,RICHARD VIRENQUE
20.0,,1999,,ERIK ZABEL,BENOIT SALMON,RICHARD VIRENQUE
1.0,,2000,DAVID MILLAR,DAVID MILLAR,DAVID MILLAR,MARCEL WUST
2.0,,2000,DAVID MILLAR,TOM STEELS,DAVID MILLAR,MARCEL WUST
3.0,,2000,DAVID MILLAR,TOM STEELS,DAVID MILLAR,MARCEL WUST
4.0,,2000,LAURENT JALABERT,TOM STEELS,DAVID CAÑADA GRACIA,MARCEL WUST
5.0,,2000,LAURENT JALABERT,TOM STEELS,DAVID CAÑADA GRACIA,PAOLO BETTINI
6.0,,2000,ALBERTO ELLI,TOM STEELS,SALVATORE COMMESSO,PAOLO BETTINI
7.0,,2000,ALBERTO ELLI,MARCEL WUST,SALVATORE COMMESSO,PAOLO BETTINI
8.0,,2000,ALBERTO ELLI,MARCEL WUST,SALVATORE COMMESSO,ERIK DEKKER
9.0,,2000,ALBERTO ELLI,ERIK ZABEL,SALVATORE COMMESSO,ERIK DEKKER
10.0,,2000,,ERIK ZABEL,FRANCISCO MANCEBO,JAVIER OTXOA
11.0,,2000,,ERIK ZABEL,FRANCISCO MANCEBO,JAVIER OTXOA
12.0,,2000,,ERIK ZABEL,FRANCISCO MANCEBO,JAVIER OTXOA
13.0,,2000,,ERIK ZABEL,FRANCISCO MANCEBO,JAVIER OTXOA
14.0,,2000,,ERIK ZABEL,FRANCISCO MANCEBO,SANTIAGO BOTERO
15.0,,2000,,ERIK ZABEL,FRANCISCO MANCEBO,SANTIAGO BOTERO
16.0,,2000,,ERIK ZABEL,FRANCISCO MANCEBO,SANTIAGO BOTERO
17.0,,2000,,ERIK ZABEL,FRANCISCO MANCEBO,SANTIAGO BOTERO
18.0,,2000,,ERIK ZABEL,FRANCISCO MANCEBO,SANTIAGO BOTERO
19.0,,2000,,ERIK ZABEL,FRANCISCO MANCEBO,SANTIAGO BOTERO
20.0,,2000,,ERIK ZABEL,FRANCISCO MANCEBO,SANTIAGO BOTERO
21.0,,2000,,ERIK ZABEL,FRANCISCO MANCEBO,SANTIAGO BOTERO
0.0,,2001,CHRISTOPHE MOREAU,CHRISTOPHE MOREAU,FLORENT BRARD,
1.0,,2001,CHRISTOPHE MOREAU,ERIK ZABEL,FLORENT BRARD,JACKY DURAND
2.0,,2001,MARC WAUTERS,JAAN KIRSIPUU,ROBERT HUNTER,JACKY DURAND
3.0,,2001,STUART O'GRADY,ERIK ZABEL,FLORENT BRARD,BENOIT SALMON
4.0,,2001,STUART O'GRADY,ERIK ZABEL,FLORENT BRARD,PATRICE HALGAND
5.0,,2001,STUART O'GRADY,ERIK ZABEL,JÖRG JAKSCHE,PATRICE HALGAND
6.0,,2001,STUART O'GRADY,ERIK ZABEL,JÖRG JAKSCHE,PATRICE HALGAND
7.0,,2001,JENS VOIGT,ERIK ZABEL,JÖRG JAKSCHE,PATRICE HALGAND
8.0,,2001,STUART O'GRADY,STUART O'GRADY,JÖRG JAKSCHE,PATRICE HALGAND
9.0,,2001,STUART O'GRADY,STUART O'GRADY,JÖRG JAKSCHE,PATRICE HALGAND
10.0,,2001,FRANÇOIS SIMON,STUART O'GRADY,OSCAR SEVILLA,LAURENT ROUX
11.0,,2001,FRANÇOIS SIMON,STUART O'GRADY,OSCAR SEVILLA,LAURENT ROUX
12.0,,2001,FRANÇOIS SIMON,STUART O'GRADY,OSCAR SEVILLA,LAURENT ROUX
13.0,,2001,,STUART O'GRADY,OSCAR SEVILLA,LAURENT JALABERT
14.0,,2001,,STUART O'GRADY,OSCAR SEVILLA,LAURENT JALABERT
15.0,,2001,,STUART O'GRADY,OSCAR SEVILLA,LAURENT JALABERT
16.0,,2001,,STUART O'GRADY,OSCAR SEVILLA,LAURENT JALABERT
17.0,,2001,,STUART O'GRADY,OSCAR SEVILLA,LAURENT JALABERT
18.0,,2001,,STUART O'GRADY,OSCAR SEVILLA,LAURENT JALABERT
19.0,,2001,,STUART O'GRADY,OSCAR SEVILLA,LAURENT JALABERT
20.0,,2001,,ERIK ZABEL,OSCAR SEVILLA,LAURENT JALABERT
0.0,,2002,,LAURENT JALABERT,DAVID MILLAR,
1.0,,2002,RUBENS BERTOGLIATI,ERIK ZABEL,RUBENS BERTOGLIATI,CHRISTOPHE MENGIN
2.0,,2002,RUBENS BERTOGLIATI,ERIK ZABEL,RUBENS BERTOGLIATI,STÉPHANE BERGES
3.0,,2002,ERIK ZABEL,ERIK ZABEL,RUBENS BERTOGLIATI,CHRISTOPHE MENGIN
4.0,,2002,IGOR GONZALEZ GALDEANO,ERIK ZABEL,ISIDRO NOZAL,CHRISTOPHE MENGIN
5.0,,2002,IGOR GONZALEZ GALDEANO,ERIK ZABEL,ISIDRO NOZAL,CHRISTOPHE MENGIN
6.0,,2002,IGOR GONZALEZ GALDEANO,ERIK ZABEL,ISIDRO NOZAL,CHRISTOPHE MENGIN
7.0,,2002,IGOR GONZALEZ GALDEANO,ERIK ZABEL,ISIDRO NOZAL,CHRISTOPHE MENGIN
8.0,,2002,IGOR GONZALEZ GALDEANO,ERIK ZABEL,ISIDRO NOZAL,CHRISTOPHE MENGIN
9.0,,2002,IGOR GONZALEZ GALDEANO,ERIK ZABEL,DAVID MILLAR,CHRISTOPHE MENGIN
10.0,,2002,IGOR GONZALEZ GALDEANO,ROBBIE MC EWEN,DAVID MILLAR,CHRISTOPHE MENGIN
11.0,,2002,,ERIK ZABEL,IVAN BASSO,PATRICE HALGAND
12.0,,2002,,ERIK ZABEL,IVAN BASSO,LAURENT JALABERT
13.0,,2002,,ROBBIE MC EWEN,IVAN BASSO,LAURENT JALABERT
14.0,,2002,,ROBBIE MC EWEN,IVAN BASSO,LAURENT JALABERT
15.0,,2002,,ROBBIE MC EWEN,IVAN BASSO,LAURENT JALABERT
16.0,,2002,,ROBBIE MC EWEN,IVAN BASSO,LAURENT JALABERT
17.0,,2002,,ROBBIE MC EWEN,IVAN BASSO,LAURENT JALABERT
18.0,,2002,,ROBBIE MC EWEN,IVAN BASSO,LAURENT JALABERT
19.0,,2002,,ROBBIE MC EWEN,IVAN BASSO,LAURENT JALABERT
20.0,,2002,,ROBBIE MC EWEN,IVAN BASSO,LAURENT JALABERT
0.0,,2003,BRADLEY MC GEE,BRADLEY MC GEE,VLADIMIR KARPETS,
1.0,,2003,BRADLEY MC GEE,ROBBIE MC EWEN,ANDY FLICKINGER,CHRISTOPHE MENGIN
2.0,,2003,BRADLEY MC GEE,ROBBIE MC EWEN,BADEN COOKE,CHRISTOPHE MENGIN
3.0,,2003,JEAN-PATRICK NAZON,ROBBIE MC EWEN,BADEN COOKE,CHRISTOPHE MENGIN
4.0,,2003,VICTOR HUGO PENA,ROBBIE MC EWEN,VLADIMIR KARPETS,CHRISTOPHE MENGIN
5.0,,2003,VICTOR HUGO PENA,ROBBIE MC EWEN,VLADIMIR KARPETS,FRÉDÉRIC FINOT
6.0,,2003,VICTOR HUGO PENA,ALESSANDRO PETACCHI,VLADIMIR KARPETS,CHRISTOPHE MENGIN
7.0,,2003,RICHARD VIRENQUE,BADEN COOKE,DENIS MENCHOV,RICHARD VIRENQUE
8.0,,2003,,BADEN COOKE,DENIS MENCHOV,RICHARD VIRENQUE
9.0,,2003,,BADEN COOKE,DENIS MENCHOV,RICHARD VIRENQUE
10.0,,2003,,BADEN COOKE,DENIS MENCHOV,RICHARD VIRENQUE
11.0,,2003,,BADEN COOKE,DENIS MENCHOV,RICHARD VIRENQUE
12.0,,2003,,BADEN COOKE,DENIS MENCHOV,RICHARD VIRENQUE
13.0,,2003,,BADEN COOKE,DENIS MENCHOV,RICHARD VIRENQUE
14.0,,2003,,BADEN COOKE,DENIS MENCHOV,RICHARD VIRENQUE
15.0,,2003,,BADEN COOKE,DENIS MENCHOV,RICHARD VIRENQUE
16.0,,2003,,BADEN COOKE,DENIS MENCHOV,RICHARD VIRENQUE
17.0,,2003,,BADEN COOKE,DENIS MENCHOV,RICHARD VIRENQUE
18.0,,2003,,ROBBIE MC EWEN,DENIS MENCHOV,RICHARD VIRENQUE
19.0,,2003,,ROBBIE MC EWEN,DENIS MENCHOV,RICHARD VIRENQUE
20.0,,2003,,BADEN COOKE,DENIS MENCHOV,RICHARD VIRENQUE
0.0,,2004,FABIAN CANCELLARA,FABIAN CANCELLARA,FABIAN CANCELLARA,
1.0,,2004,FABIAN CANCELLARA,THOR HUSHOVD,FABIAN CANCELLARA,PAOLO BETTINI
2.0,,2004,THOR HUSHOVD,THOR HUSHOVD,FABIAN CANCELLARA,PAOLO BETTINI
3.0,,2004,ROBBIE MC EWEN,ROBBIE MC EWEN,FABIAN CANCELLARA,PAOLO BETTINI
4.0,,2004,,ROBBIE MC EWEN,MATTHIAS KESSLER,PAOLO BETTINI
5.0,,2004,THOMAS VOECKLER,ROBBIE MC EWEN,THOMAS VOECKLER,PAOLO BETTINI
6.0,,2004,THOMAS VOECKLER,STUART O'GRADY,THOMAS VOECKLER,PAOLO BETTINI
7.0,,2004,THOMAS VOECKLER,STUART O'GRADY,THOMAS VOECKLER,PAOLO BETTINI
8.0,,2004,THOMAS VOECKLER,ROBBIE MC EWEN,THOMAS VOECKLER,PAOLO BETTINI
9.0,,2004,THOMAS VOECKLER,ROBBIE MC EWEN,THOMAS VOECKLER,PAOLO BETTINI
10.0,,2004,THOMAS VOECKLER,ROBBIE MC EWEN,THOMAS VOECKLER,RICHARD VIRENQUE
11.0,,2004,THOMAS VOECKLER,ROBBIE MC EWEN,THOMAS VOECKLER,RICHARD VIRENQUE
12.0,,2004,THOMAS VOECKLER,ROBBIE MC EWEN,THOMAS VOECKLER,RICHARD VIRENQUE
13.0,,2004,THOMAS VOECKLER,ROBBIE MC EWEN,THOMAS VOECKLER,RICHARD VIRENQUE
14.0,,2004,THOMAS VOECKLER,ROBBIE MC EWEN,THOMAS VOECKLER,RICHARD VIRENQUE
15.0,,2004,,ROBBIE MC EWEN,THOMAS VOECKLER,RICHARD VIRENQUE
16.0,,2004,,ROBBIE MC EWEN,THOMAS VOECKLER,RICHARD VIRENQUE
17.0,,2004,,ROBBIE MC EWEN,THOMAS VOECKLER,RICHARD VIRENQUE
18.0,,2004,,ROBBIE MC EWEN,THOMAS VOECKLER,RICHARD VIRENQUE
19.0,,2004,,ROBBIE MC EWEN,VLADIMIR KARPETS,RICHARD VIRENQUE
20.0,,2004,,ROBBIE MC EWEN,VLADIMIR KARPETS,RICHARD VIRENQUE
1.0,,2005,,,FABIAN CANCELLARA,
2.0,,2005,,TOM BOONEN,FABIAN CANCELLARA,THOMAS VOECKLER
3.0,,2005,,TOM BOONEN,FABIAN CANCELLARA,ERIK DEKKER
4.0,,2005,,TOM BOONEN,YAROSLAV POPOVYCH,ERIK DEKKER
5.0,,2005,,TOM BOONEN,YAROSLAV POPOVYCH,ERIK DEKKER
6.0,,2005,,TOM BOONEN,YAROSLAV POPOVYCH,KARSTEN KROON
7.0,,2005,,TOM BOONEN,YAROSLAV POPOVYCH,FABIAN WEGMANN
8.0,,2005,,TOM BOONEN,VLADIMIR KARPETS,MICHAEL RASMUSSEN
9.0,,2005,JENS VOIGT,TOM BOONEN,VLADIMIR KARPETS,MICHAEL RASMUSSEN
10.0,,2005,,TOM BOONEN,ALEJANDRO VALVERDE,MICHAEL RASMUSSEN
11.0,,2005,,TOM BOONEN,ALEJANDRO VALVERDE,MICHAEL RASMUSSEN
12.0,,2005,,THOR HUSHOVD,ALEJANDRO VALVERDE,MICHAEL RASMUSSEN
13.0,,2005,,THOR HUSHOVD,YAROSLAV POPOVYCH,MICHAEL RASMUSSEN
14.0,,2005,,THOR HUSHOVD,YAROSLAV POPOVYCH,MICHAEL RASMUSSEN
15.0,,2005,,THOR HUSHOVD,YAROSLAV POPOVYCH,MICHAEL RASMUSSEN
16.0,,2005,,THOR HUSHOVD,YAROSLAV POPOVYCH,MICHAEL RASMUSSEN
17.0,,2005,,THOR HUSHOVD,YAROSLAV POPOVYCH,MICHAEL RASMUSSEN
18.0,,2005,,THOR HUSHOVD,YAROSLAV POPOVYCH,MICHAEL RASMUSSEN
19.0,,2005,,THOR HUSHOVD,YAROSLAV POPOVYCH,MICHAEL RASMUSSEN
20.0,,2005,,THOR HUSHOVD,YAROSLAV POPOVYCH,MICHAEL RASMUSSEN
21.0,,2005,,THOR HUSHOVD,YAROSLAV POPOVYCH,MICHAEL RASMUSSEN
0.0,,2006,THOR HUSHOVD,THOR HUSHOVD,JOOST POSTHUMA,
1.0,,2006,,JIMMY CASPER,BENOÎT VAUGRENARD,FABIAN WEGMANN
2.0,,2006,THOR HUSHOVD,ROBBIE MC EWEN,BENOÎT VAUGRENARD,DAVID DE LA FUENTE
3.0,,2006,TOM BOONEN,TOM BOONEN,BENOÎT VAUGRENARD,JÉRÔME PINEAU
4.0,,2006,TOM BOONEN,ROBBIE MC EWEN,MARKUS FOTHEN,JÉRÔME PINEAU
5.0,,2006,TOM BOONEN,ROBBIE MC EWEN,MARKUS FOTHEN,JÉRÔME PINEAU
6.0,,2006,TOM BOONEN,ROBBIE MC EWEN,BENOÎT VAUGRENARD,JÉRÔME PINEAU
7.0,,2006,SERHIY HONCHAR,ROBBIE MC EWEN,BENOÎT VAUGRENARD,JÉRÔME PINEAU
8.0,,2006,SERHIY HONCHAR,ROBBIE MC EWEN,BENOÎT VAUGRENARD,JÉRÔME PINEAU
9.0,,2006,SERHIY HONCHAR,ROBBIE MC EWEN,BENOÎT VAUGRENARD,JÉRÔME PINEAU
10.0,,2006,CYRIL DESSEL,ROBBIE MC EWEN,BENOÎT VAUGRENARD,CYRIL DESSEL
11.0,,2006,CYRIL DESSEL,ROBBIE MC EWEN,BENOÎT VAUGRENARD,DAVID DE LA FUENTE
12.0,,2006,CYRIL DESSEL,ROBBIE MC EWEN,BENOÎT VAUGRENARD,DAVID DE LA FUENTE
13.0,,2006,OSCAR PEREIRO SIO,ROBBIE MC EWEN,BENOÎT VAUGRENARD,DAVID DE LA FUENTE
14.0,,2006,OSCAR PEREIRO SIO,ROBBIE MC EWEN,BENOÎT VAUGRENARD,DAVID DE LA FUENTE
15.0,,2006,OSCAR PEREIRO SIO,ROBBIE MC EWEN,BENOÎT VAUGRENARD,DAVID DE LA FUENTE
16.0,,2006,OSCAR PEREIRO SIO,ROBBIE MC EWEN,BENOÎT VAUGRENARD,MICHAEL RASMUSSEN
17.0,,2006,OSCAR PEREIRO SIO,ROBBIE MC EWEN,BENOÎT VAUGRENARD,MICHAEL RASMUSSEN
18.0,,2006,OSCAR PEREIRO SIO,ROBBIE MC EWEN,BENOÎT VAUGRENARD,MICHAEL RASMUSSEN
19.0,,2006,OSCAR PEREIRO SIO,ROBBIE MC EWEN,BENOÎT VAUGRENARD,MICHAEL RASMUSSEN
20.0,,2006,OSCAR PEREIRO SIO,ROBBIE MC EWEN,DAMIANO CUNEGO,MICHAEL RASMUSSEN
0.0,,2007,FABIAN CANCELLARA,FABIAN CANCELLARA,VLADIMIR GUSEV,
1.0,,2007,FABIAN CANCELLARA,ROBBIE MC EWEN,VLADIMIR GUSEV,MARTIN ELMIGER
2.0,,2007,FABIAN CANCELLARA,TOM BOONEN,VLADIMIR GUSEV,DAVID MILLAR
3.0,,2007,FABIAN CANCELLARA,TOM BOONEN,VLADIMIR GUSEV,STÉPHANE AUGE
4.0,,2007,FABIAN CANCELLARA,TOM BOONEN,VLADIMIR GUSEV,STÉPHANE AUGE
5.0,,2007,FABIAN CANCELLARA,ERIK ZABEL,VLADIMIR GUSEV,SYLVAIN CHAVANEL
6.0,,2007,FABIAN CANCELLARA,TOM BOONEN,VLADIMIR GUSEV,SYLVAIN CHAVANEL
7.0,,2007,LINUS GERDEMANN,TOM BOONEN,LINUS GERDEMANN,SYLVAIN CHAVANEL
8.0,,2007,MICHAEL RASMUSSEN,TOM BOONEN,LINUS GERDEMANN,MICHAEL RASMUSSEN
9.0,,2007,MICHAEL RASMUSSEN,TOM BOONEN,ALBERTO CONTADOR,MICHAEL RASMUSSEN
10.0,,2007,MICHAEL RASMUSSEN,TOM BOONEN,ALBERTO CONTADOR,MICHAEL RASMUSSEN
11.0,,2007,MICHAEL RASMUSSEN,TOM BOONEN,ALBERTO CONTADOR,MICHAEL RASMUSSEN
12.0,,2007,MICHAEL RASMUSSEN,TOM BOONEN,ALBERTO CONTADOR,MICHAEL RASMUSSEN
13.0,,2007,MICHAEL RASMUSSEN,TOM BOONEN,ALBERTO CONTADOR,MICHAEL RASMUSSEN
14.0,,2007,MICHAEL RASMUSSEN,TOM BOONEN,ALBERTO CONTADOR,MICHAEL RASMUSSEN
15.0,,2007,MICHAEL RASMUSSEN,TOM BOONEN,ALBERTO CONTADOR,MICHAEL RASMUSSEN
16.0,,2007,,TOM BOONEN,ALBERTO CONTADOR,JUAN MAURICIO SOLER HERNANDEZ
17.0,,2007,ALBERTO CONTADOR,TOM BOONEN,ALBERTO CONTADOR,JUAN MAURICIO SOLER HERNANDEZ
18.0,,2007,ALBERTO CONTADOR,TOM BOONEN,ALBERTO CONTADOR,JUAN MAURICIO SOLER HERNANDEZ
19.0,,2007,ALBERTO CONTADOR,TOM BOONEN,ALBERTO CONTADOR,JUAN MAURICIO SOLER HERNANDEZ
20.0,,2007,ALBERTO CONTADOR,TOM BOONEN,ALBERTO CONTADOR,JUAN MAURICIO SOLER HERNANDEZ
1.0,,2008,ALEJANDRO VALVERDE,PHILIPPE GILBERT,RICCARDO RICCO,THOMAS VOECKLER
2.0,,2008,ALEJANDRO VALVERDE,KIM KIRCHEN,RICCARDO RICCO,THOMAS VOECKLER
3.0,,2008,ROMAIN FEILLU,KIM KIRCHEN,ANDY SCHLECK,THOMAS VOECKLER
4.0,,2008,STEFAN SCHUMACHER,KIM KIRCHEN,THOMAS LÖVKVIST,THOMAS VOECKLER
5.0,,2008,STEFAN SCHUMACHER,THOR HUSHOVD,THOMAS LÖVKVIST,THOMAS VOECKLER
6.0,,2008,KIM KIRCHEN,THOR HUSHOVD,THOMAS LÖVKVIST,SYLVAIN CHAVANEL
7.0,,2008,KIM KIRCHEN,OSCAR FREIRE,THOMAS LÖVKVIST,DAVID DE LA FUENTE
8.0,,2008,KIM KIRCHEN,OSCAR FREIRE,THOMAS LÖVKVIST,DAVID DE LA FUENTE
9.0,,2008,KIM KIRCHEN,OSCAR FREIRE,ANDY SCHLECK,DAVID DE LA FUENTE
10.0,,2008,CADEL EVANS,OSCAR FREIRE,VINCENZO NIBALI,RICCARDO RICCO
11.0,,2008,CADEL EVANS,OSCAR FREIRE,VINCENZO NIBALI,
12.0,,2008,CADEL EVANS,OSCAR FREIRE,VINCENZO NIBALI,SEBASTIAN LANG
13.0,,2008,CADEL EVANS,OSCAR FREIRE,VINCENZO NIBALI,SEBASTIAN LANG
14.0,,2008,CADEL EVANS,OSCAR FREIRE,VINCENZO NIBALI,SEBASTIAN LANG
15.0,,2008,FRANK SCHLECK,OSCAR FREIRE,VINCENZO NIBALI,BERNHARD KOHL
16.0,,2008,FRANK SCHLECK,OSCAR FREIRE,ANDY SCHLECK,BERNHARD KOHL
17.0,,2008,CARLOS SASTRE,OSCAR FREIRE,ANDY SCHLECK,BERNHARD KOHL
18.0,,2008,CARLOS SASTRE,OSCAR FREIRE,ANDY SCHLECK,BERNHARD KOHL
